fid,h3,population,surface_to,Province,Commune,CodeProv,CodeCom,pop_24,surf_comm,id,surface_in,pop_corr,Arrêts,classifica,long,lat
5702,8839ab9959fffff,336,793370.67,Rabat,Souissi,421,6,21049,793195.2391,node/21141275,126628.634,54,0,Non desservi,-6.81414773,33.91706043
5700,8839ab995dfffff,190,793416.297,Rabat,Souissi,421,6,21049,793416.2971,node/21141275,782932.7678,187,4,Modérément desservi,-6.81812201,33.9136394
5704,8839ab9955fffff,18,793363.104,Rabat,Souissi,421,6,21049,225601.6901,node/21141275,97885.29957,2,0,Non desservi,-6.81614509,33.90855455
5706,8839ab9951fffff,48,793317.51,Rabat,Souissi,421,6,21049,467182.4825,node/21141275,36802.80803,2,0,Non desservi,-6.81290559,33.9130226
5708,8839ab994bfffff,2,793515.049,Rabat,Souissi,421,6,21049,793515.049,node/21141275,1348.508426,0,0,Non desservi,-6.82356002,33.91230151
5712,8839ab9943fffff,7,793461.873,Rabat,Souissi,421,6,21049,792122.9684,node/21141275,103022.8471,1,0,Non desservi,-6.82184125,33.90937477
5629,8839ab9a5dfffff,3929,793465.174,Rabat,El Youssoufia,421,3,157587,195743.0899,node/21141275,17761.08251,88,0,Non desservi,-6.80682407,34.01925975
5629,8839ab9a5dfffff,3929,793465.174,Rabat,Hassan,421,5,92454,146947.7493,node/21141275,92657.88434,459,0,Non desservi,-6.80864135,34.02160265
5629,8839ab9a5dfffff,3929,793465.174,Salé,Bab Lamrissa,441,3,167319,283622.8249,node/21141275,279822.5163,1386,2,Modérément desservi,-6.80360306,34.02106373
5629,8839ab9a5dfffff,3929,793465.174,Salé,Bettana,441,5,76233,167151.5007,node/21141275,17457.8542,86,0,Non desservi,-6.80144586,34.01880985
5635,8839ab9a51fffff,5331,793366.377,Salé,Bab Lamrissa,441,3,167319,527.905485,node/21141275,527.905485,4,0,Non desservi,-6.80075667,34.02076987
5635,8839ab9a51fffff,5331,793366.377,Salé,Bettana,441,5,76233,792838.4693,node/21141275,587016.7635,3944,2,Modérément desservi,-6.7958231,34.01937076
5634,8839ab9a53fffff,238,793267.545,Salé,Bettana,441,5,76233,786413.8185,node/21141275,530681.1117,159,2,Modérément desservi,-6.78655731,34.01687152
5634,8839ab9a53fffff,238,793267.545,Salé,Hssaine,441,6,234326,6853.741188,node/21141275,2715.801541,1,0,Non desservi,-6.78166593,34.01467949
5657,8839ab9a1bfffff,17364,793116.011,Salé,Hssaine,441,6,234326,793116.0114,node/21141275,311329.3906,6816,0,Non desservi,-6.77127597,34.0061813
5658,8839ab9a19fffff,102,793214.896,Salé,Bettana,441,5,76233,28707.5974,node/21141275,28707.5974,4,0,Non desservi,-6.78572302,34.01202543
5658,8839ab9a19fffff,102,793214.896,Salé,Hssaine,441,6,234326,764507.2834,node/21141275,182580.8447,23,0,Non desservi,-6.77879351,34.00682334
5661,8839ab9a13fffff,167,793063.297,Salé,Hssaine,441,6,234326,793063.2965,node/21141275,751983.3347,158,4,Modérément desservi,-6.76731064,34.00094905
5662,8839ab9a11fffff,721,793162.199,Salé,Hssaine,441,6,234326,694388.8332,node/21141275,503498.0607,458,2,Modérément desservi,-6.77680845,34.00334105
5578,8839ab9aedfffff,45,793056.653,Rabat,El Youssoufia,421,3,157587,57055.11312,node/21141275,24338.65947,1,0,Non desservi,-6.76793111,33.99013095
5578,8839ab9aedfffff,45,793056.653,Rabat,Souissi,421,6,21049,639058.3423,node/21141275,46757.59592,3,0,Non desservi,-6.7670486,33.98685776
5578,8839ab9aedfffff,45,793056.653,Salé,Hssaine,441,6,234326,96943.17092,node/21141275,96943.17092,6,0,Non desservi,-6.76523107,33.98745272
5580,8839ab9ae9fffff,150,793010.532,Rabat,El Youssoufia,421,3,157587,27436.59624,node/21141275,27436.59624,5,0,Non desservi,-6.76753536,33.99103425
5580,8839ab9ae9fffff,150,793010.532,Salé,Hssaine,441,6,234326,765573.9489,node/21141275,723367.0695,137,4,Modérément desservi,-6.76328445,33.99308943
5584,8839ab9ae1fffff,241,792957.717,Rabat,Souissi,421,6,21049,40072.1579,node/21141275,63.0130032,0,0,Non desservi,-6.76397846,33.98473761
5584,8839ab9ae1fffff,241,792957.717,Salé,Hssaine,441,6,234326,752885.5722,node/21141275,240928.6744,73,0,Non desservi,-6.76082448,33.9871353
5659,8839ab9a17fffff,134,793109.451,Rabat,El Youssoufia,421,3,157587,442457.6193,node/21141275,11699.53457,2,0,Non desservi,-6.76872626,33.99147559
5659,8839ab9a17fffff,134,793109.451,Salé,Hssaine,441,6,234326,344198.9129,node/21141275,84624.51075,14,0,Non desservi,-6.76910097,33.99525391
5579,8839ab9aebfffff,110,792911.577,Salé,Hssaine,441,6,234326,792911.5772,node/21141275,188500.4947,26,0,Non desservi,-6.74965616,33.99399131
21424,8839a86e99fffff,10635,794227.299,Rabat,Yacoub El Mansour,421,9,168391,794227.2993,node/21141275,605188.1651,8104,3,Modérément desservi,-6.89415803,33.9654629
21422,8839a86e9dfffff,129,794272.98,Rabat,Yacoub El Mansour,421,9,168391,794272.9796,node/21141275,54897.49133,9,0,Non desservi,-6.9015631,33.96163973
21426,8839a86e95fffff,1045,794220.139,Rabat,Agdal Riyad,421,1,70435,274630.9599,node/21141275,92067.0419,121,0,Non desservi,-6.89216044,33.95103701
21426,8839a86e95fffff,1045,794220.139,Rabat,Yacoub El Mansour,421,9,168391,493987.3131,node/21141275,128309.4493,169,0,Non desservi,-6.89440902,33.95251576
21416,8839a86eabfffff,2612,794409.712,Skhirate- Témara,Témara,501,7,297098,728690.2342,node/21141275,168796.4205,555,0,Non desservi,-6.91456695,33.93533151
21432,8839a86e87fffff,92,794364.186,Skhirate- Témara,Témara,501,7,297098,342757.6316,node/21141275,76705.47494,9,0,Non desservi,-6.90808558,33.94108022
21417,8839a86ea9fffff,877,794508.109,Skhirate- Témara,Harhoura,501,3,20950,171323.0264,node/21141275,39524.70724,44,0,Non desservi,-6.93207145,33.93941119
21417,8839a86ea9fffff,877,794508.109,Skhirate- Témara,Témara,501,7,297098,623185.0722,node/21141275,157412.6849,174,0,Non desservi,-6.92931433,33.93420743
21402,8839a86ee5fffff,309,794704.795,Skhirate- Témara,Harhoura,501,3,20950,183510.3819,node/21141275,176068.435,68,0,Non desservi,-6.94466673,33.93719291
21581,8839a86c5bfffff,2542,794651.907,Skhirate- Témara,Harhoura,501,3,20950,673228.5767,node/21141275,574526.6945,1838,4,Modérément desservi,-6.94405168,33.9319034
21581,8839a86c5bfffff,2542,794651.907,Skhirate- Témara,Témara,501,7,297098,121423.3392,node/21141275,7658.937731,25,0,Non desservi,-6.93931467,33.93065843
21587,8839a86c4bfffff,6,794893.833,Skhirate- Témara,Harhoura,501,3,20950,157134.5572,node/21141275,122178.9196,1,0,Non desservi,-6.96769444,33.9223758
21400,8839a86f13fffff,1,795082.553,Skhirate- Témara,Harhoura,501,3,20950,149341.3589,node/21141275,106238.3207,0,0,Non desservi,-6.99095979,33.9077515
21574,8839a86c6bfffff,258,794931.372,Skhirate- Témara,Harhoura,501,3,20950,529823.9022,node/21141275,154220.9232,50,0,Non desservi,-6.9806203,33.90487649
21575,8839a86c69fffff,476,795029.568,Skhirate- Témara,Harhoura,501,3,20950,795029.5682,node/21141275,689140.481,413,4,Modérément desservi,-6.98813793,33.9042178
21399,8839a86f17fffff,165,795127.728,Skhirate- Témara,Harhoura,501,3,20950,378574.105,node/21141275,252922.9108,52,0,Non desservi,-6.99585965,33.90255343
21573,8839a86c6dfffff,91,795074.71,Skhirate- Témara,Harhoura,501,3,20950,722726.2544,node/21141275,212608.6817,24,0,Non desservi,-6.99390541,33.89930622
21396,8839a86f27fffff,348,795405.96,Skhirate- Témara,Skhirate,501,5,122705,586381.4155,node/21141275,341244.4929,149,2,Modérément desservi,-7.03022792,33.87511785
21398,8839a86f23fffff,592,795361.01,Skhirate- Témara,Skhirate,501,5,122705,341799.4809,node/21141275,313516.4579,233,0,Non desservi,-7.02424728,33.88234118
21498,8839a86d49fffff,141,795307.911,Skhirate- Témara,Skhirate,501,5,122705,795307.9108,node/21141275,433168.6982,77,2,Modérément desservi,-7.02376436,33.87608337
21397,8839a86f25fffff,58,795503.972,Skhirate- Témara,Skhirate,501,5,122705,157358.2225,node/21141275,38445.51147,3,0,Non desservi,-7.04176613,33.87273432
21712,8839a8689bfffff,177,795450.857,Skhirate- Témara,Skhirate,501,5,122705,795450.8572,node/21141275,722238.5115,161,2,Modérément desservi,-7.03828467,33.86888117
5651,8839ab9a29fffff,36658,793498.04,Rabat,El Youssoufia,421,3,157587,793498.0402,node/21141275,554563.8859,25620,2,Modérément desservi,-6.81581512,33.97945967
5667,8839ab9a05fffff,31247,793452.044,Rabat,El Youssoufia,421,3,157587,793452.0435,node/21141275,697016.7927,27449,3,Modérément desservi,-6.80955697,33.98908295
21738,8839a865adfffff,10797,794234.293,Rabat,Yacoub El Mansour,421,9,168391,784619.5904,node/21141275,632129.4107,8593,8,Bien desservi,-6.89062066,33.98043377
21742,8839a865a5fffff,28092,794181.568,Rabat,Yacoub El Mansour,421,9,168391,794181.5676,node/21141275,794181.5676,28092,8,Bien desservi,-6.88827685,33.9721275
5541,8839ab9b59fffff,1707,793741.394,Rabat,Souissi,421,6,21049,793741.3942,node/21141275,790976.0387,1701,6,Modérément desservi,-6.84159532,33.97620346
21543,8839a86cd1fffff,218,794008.275,Skhirate- Témara,Témara,501,7,297098,794008.2749,node/21141275,130491.1096,36,0,Non desservi,-6.88275551,33.91870058
21606,8839a86c1dfffff,1404,794591.301,Skhirate- Témara,Témara,501,7,297098,794591.3009,node/21141275,491551.4532,869,2,Modérément desservi,-6.94045988,33.90650419
21618,8839a86c03fffff,1439,794636.569,Skhirate- Témara,Témara,501,7,297098,401597.7857,node/21141275,346275.7907,627,2,Modérément desservi,-6.94501032,33.9004274
21618,8839a86c03fffff,1439,794636.569,Skhirate- Témara,Ain Attig,501,9,73985,393038.7833,node/21141275,357350.9667,647,2,Modérément desservi,-6.95020459,33.8988316
21616,8839a86c07fffff,2398,794681.786,Skhirate- Témara,Ain Attig,501,9,73985,794681.7862,node/21141275,526893.8235,1590,2,Modérément desservi,-6.95340667,33.89460616
21617,8839a86c05fffff,2043,794780.071,Skhirate- Témara,Ain Attig,501,9,73985,794780.0711,node/21141275,612873.7882,1575,4,Modérément desservi,-6.96370155,33.89318663
21619,8839a86c01fffff,290,794734.873,Skhirate- Témara,Ain Attig,501,9,73985,794734.8729,node/21141275,247400.1743,90,0,Non desservi,-6.95620028,33.89906607
21576,8839a86c67fffff,713,794923.448,Skhirate- Témara,Ain Attig,501,9,73985,794923.4479,node/21141275,591919.5397,531,4,Modérément desservi,-6.97993386,33.88627334
21578,8839a86c63fffff,646,794878.32,Skhirate- Témara,Ain Attig,501,9,73985,794878.32,node/21141275,129696.1622,105,0,Non desservi,-6.9740443,33.89055822
21600,8839a86c2bfffff,894,794726.952,Skhirate- Témara,Ain Attig,501,9,73985,794726.9515,node/21141275,195946.7878,220,0,Non desservi,-6.96146003,33.88864176
21601,8839a86c29fffff,6030,794825.218,Skhirate- Témara,Ain Attig,501,9,73985,794825.2176,node/21141275,664009.8933,5038,2,Modérément desservi,-6.96955244,33.88758259
21599,8839a86c2dfffff,933,794870.313,Skhirate- Témara,Ain Attig,501,9,73985,794870.3126,node/21141275,489520.8112,575,0,Non desservi,-6.97869221,33.87954376
21490,8839a86d5bfffff,3646,794968.524,Skhirate- Témara,Ain Attig,501,9,73985,794968.5241,node/21141275,753871.6684,3458,8,Bien desservi,-6.98504893,33.8801074
21494,8839a86d53fffff,270,794915.356,Skhirate- Témara,Ain Attig,501,9,73985,794915.356,node/21141275,507701.3939,172,2,Modérément desservi,-6.97993071,33.87327882
21518,8839a86d1bfffff,236,794763.892,Skhirate- Témara,Ain Attig,501,9,73985,794763.8921,node/21141275,467866.2676,139,2,Modérément desservi,-6.96551644,33.86296937
21519,8839a86d19fffff,272,794862.138,Skhirate- Témara,Ain Attig,501,9,73985,794862.1379,node/21141275,147813.8445,51,0,Non desservi,-6.97611496,33.86785683
21603,8839a86c25fffff,375,794817.127,Skhirate- Témara,Ain Attig,501,9,73985,794817.1274,node/21141275,567018.1384,268,2,Modérément desservi,-6.97225751,33.87074721
21697,8839a868bdfffff,31,795629.93,Skhirate- Témara,Skhirate,501,5,122705,795629.9303,node/21141275,404837.2073,16,4,Modérément desservi,-7.06099041,33.83823172
21701,8839a868b5fffff,3079,795576.634,Skhirate- Témara,Skhirate,501,5,122705,795576.6338,node/21141275,514923.3315,1993,1,Peu desservi,-7.05763263,33.83405415
21703,8839a868b1fffff,793,795531.976,Skhirate- Témara,Skhirate,501,5,122705,795531.976,node/21141275,524485.3636,523,1,Peu desservi,-7.0543216,33.83866814
21482,8839a86d6dfffff,9551,795389.257,Skhirate- Témara,Skhirate,501,5,122705,795389.2572,node/21141275,248429.9717,2983,0,Non desservi,-7.03876446,33.84686144
21698,8839a868bbfffff,5642,795487.267,Skhirate- Témara,Skhirate,501,5,122705,795487.2665,node/21141275,742419.1088,5266,4,Modérément desservi,-7.04588779,33.84588815
21699,8839a868b9fffff,237,795585.24,Skhirate- Témara,Skhirate,501,5,122705,795585.2397,node/21141275,6438.019458,2,0,Non desservi,-7.05112479,33.84603175
21702,8839a868b3fffff,2211,795433.986,Skhirate- Témara,Skhirate,501,5,122705,795433.9856,node/21141275,479331.9563,1332,2,Modérément desservi,-7.0431107,33.83879688
21700,8839a868b7fffff,431,795478.662,Skhirate- Témara,Skhirate,501,5,122705,755571.5076,node/21141275,34421.98663,19,0,Non desservi,-7.04695874,33.83582584
21483,8839a86d6bfffff,1988,795246.413,Skhirate- Témara,Skhirate,501,5,122705,795246.4128,node/21141275,4281.953252,11,0,Non desservi,-7.01905285,33.85730079
21500,8839a86d45fffff,3367,795299.645,Skhirate- Témara,Skhirate,501,5,122705,795299.6451,node/21141275,539793.7566,2285,0,Non desservi,-7.02627734,33.85847437
21499,8839a86d47fffff,1981,795201.562,Skhirate- Témara,Skhirate,501,5,122705,795201.562,node/21141275,493444.8109,1229,2,Modérément desservi,-7.01349741,33.86092066
21502,8839a86d41fffff,579,795254.762,Skhirate- Témara,Skhirate,501,5,122705,795254.7615,node/21141275,277205.2906,202,0,Non desservi,-7.01696026,33.86549529
21501,8839a86d43fffff,1788,795156.66,Skhirate- Témara,Skhirate,501,5,122705,795156.6596,node/21141275,444890.183,1000,2,Modérément desservi,-7.00949091,33.86521012
21526,8839a86d09fffff,2413,795103.443,Skhirate- Témara,Skhirate,501,5,122705,795103.4429,node/21141275,23474.38186,71,0,Non desservi,-7.00786838,33.86090107
5616,8839ab9a8bfffff,20685,792667.335,Salé,Hssaine,441,6,234326,792667.3348,node/21141275,629762.8887,16434,2,Modérément desservi,-6.72697772,33.99722636
5620,8839ab9a83fffff,4836,792614.502,Salé,Hssaine,441,6,234326,792587.5424,node/21141275,584502.9528,3566,2,Modérément desservi,-6.72343005,33.98968339
21707,8839a868a7fffff,724,795719.156,Skhirate- Témara,Skhirate,501,5,122705,795719.1562,node/21141275,343858.5199,313,3,Modérément desservi,-7.0743897,33.82792734
21708,8839a868a5fffff,477,795817.037,Skhirate- Témara,Skhirate,501,5,122705,795817.0365,node/21141275,31747.64801,19,0,Non desservi,-7.07918121,33.82789501
21709,8839a868a3fffff,234,795674.569,Skhirate- Témara,Skhirate,501,5,122705,795674.5692,node/21141275,194525.1341,57,0,Non desservi,-7.07164337,33.83204872
21710,8839a868a1fffff,517,795772.468,Skhirate- Témara,Skhirate,501,5,122705,795772.4684,node/21141275,302968.2536,197,0,Non desservi,-7.07643957,33.83193239
5632,8839ab9a57fffff,2611,793313.746,Salé,Bettana,441,5,76233,726143.6101,node/21141275,188002.4783,619,0,Non desservi,-6.7894489,34.01292959
5632,8839ab9a57fffff,2611,793313.746,Salé,Hssaine,441,6,234326,67170.15578,node/21141275,3488.423517,11,0,Non desservi,-6.78675983,34.0107239
5590,8839ab9acdfffff,1625,793017.091,Salé,Hssaine,441,6,234326,793017.091,node/21141275,62318.82657,128,0,Non desservi,-6.7643031,34.00494593
5979,8839ab9325fffff,565,793535.934,Salé,Bab Lamrissa,441,3,167319,148837.5191,node/21141275,148636.4062,106,0,Non desservi,-6.80140254,34.07126199
5972,8839ab933bfffff,1784,793198.565,Salé,Layayda,441,7,229838,130623.1966,node/21141275,64724.96568,146,0,Non desservi,-6.77039962,34.08983087
5973,8839ab9339fffff,2059,793297.439,Salé,Layayda,441,7,229838,571882.4684,node/21141275,481980.0688,1251,3,Modérément desservi,-6.77722339,34.09157804
5592,8839ab9ac9fffff,2312,792970.834,Salé,Hssaine,441,6,234326,792970.8344,node/21141275,129993.2822,379,0,Non desservi,-6.75876171,34.01708161
5564,8839ab9b1dfffff,1403,793582.812,Rabat,Souissi,421,6,21049,793582.8117,node/21141275,424884.9258,751,2,Modérément desservi,-6.82692006,33.95233307
5570,8839ab9b11fffff,1296,793484.074,Rabat,Souissi,421,6,21049,793484.0739,node/21141275,426710.0319,697,0,Non desservi,-6.82160292,33.95098842
5568,8839ab9b15fffff,454,793529.851,Rabat,Souissi,421,6,21049,793529.851,node/21141275,365533.5693,209,2,Modérément desservi,-6.82375516,33.94586575
5567,8839ab9b17fffff,829,793431.096,Rabat,Souissi,421,6,21049,793431.0962,node/21141275,29878.14267,31,0,Non desservi,-6.81892729,33.94591615
5710,8839ab9947fffff,72,793507.398,Rabat,Souissi,421,6,21049,387807.8057,node/21141275,352669.529,32,2,Modérément desservi,-6.82838125,33.9001059
5737,8839ab9909fffff,6,793408.647,Rabat,Souissi,421,6,21049,110312.5115,node/21141275,53267.53995,0,0,Non desservi,-6.82428447,33.89962458
5650,8839ab9a2bfffff,6201,793399.264,Rabat,El Youssoufia,421,3,157587,530463.6651,node/21141275,169013.1815,1321,0,Non desservi,-6.80507969,33.98437519
5650,8839ab9a2bfffff,6201,793399.264,Rabat,Souissi,421,6,21049,262935.6082,node/21141275,2293.698674,18,0,Non desservi,-6.80088301,33.98302868
5666,8839ab9a07fffff,13279,793353.249,Rabat,El Youssoufia,421,3,157587,755370.2164,node/21141275,676733.3448,11327,7,Bien desservi,-6.79946098,33.98843266
5666,8839ab9a07fffff,13279,793353.249,Rabat,Souissi,421,6,21049,37983.0392,node/21141275,2930.662576,49,0,Non desservi,-6.799886,33.98372389
5669,8839ab9a01fffff,735,793405.996,Rabat,El Youssoufia,421,3,157587,407675.2479,node/21141275,229551.1867,213,0,Non desservi,-6.80374223,33.99212503
5669,8839ab9a01fffff,735,793405.996,Salé,Bettana,441,5,76233,385730.7364,node/21141275,29084.7696,27,0,Non desservi,-6.79989145,33.9949475
21430,8839a86e8bfffff,23,794371.432,Rabat,Yacoub El Mansour,421,9,168391,794371.4323,node/21141275,87102.5656,3,0,Non desservi,-6.90793873,33.96153341
21740,8839a865a9fffff,7907,794188.477,Rabat,Yacoub El Mansour,421,9,168391,710033.4829,node/21141275,710033.4829,7069,9,Bien desservi,-6.88634996,33.98718782
5604,8839ab9aabfffff,199,792706.84,Salé,Hssaine,441,6,234326,792706.8403,node/21141275,257985.7321,65,0,Non desservi,-6.73672232,33.97690411
5605,8839ab9aa9fffff,1413,792805.864,Salé,Hssaine,441,6,234326,792805.864,node/21141275,239629.7267,427,0,Non desservi,-6.74177776,33.97776152
21542,8839a86cd5fffff,4256,794053.74,Skhirate- Témara,Témara,501,7,297098,794053.7395,node/21141275,39531.63618,212,0,Non desservi,-6.8890813,33.91300984
21449,8839a86dcdfffff,194,794665.611,Skhirate- Témara,Ain Attig,501,9,73985,794665.6106,node/21141275,391844.5474,96,0,Non desservi,-6.96021878,33.86207141
21453,8839a86dc5fffff,642,794612.308,Skhirate- Témara,Ain Attig,501,9,73985,471002.551,node/21141275,356455.3243,288,2,Modérément desservi,-6.95176449,33.85627816
21455,8839a86dc1fffff,659,794567.293,Skhirate- Témara,Ain Attig,501,9,73985,794567.293,node/21141275,17648.30368,15,0,Non desservi,-6.95056139,33.85915402
21522,8839a86d13fffff,113,794710.607,Skhirate- Témara,Ain Attig,501,9,73985,771169.9918,node/21141275,244310.6317,35,0,Non desservi,-6.95910549,33.85736673
21602,8839a86c27fffff,117,794718.863,Skhirate- Témara,Ain Attig,501,9,73985,794718.8629,node/21141275,16041.92082,2,0,Non desservi,-6.9621485,33.86652822
21495,8839a86d51fffff,40,795013.549,Skhirate- Témara,Skhirate,501,5,122705,107122.6994,node/21141275,58618.02877,3,0,Non desservi,-6.99598284,33.87184078
21495,8839a86d51fffff,40,795013.549,Skhirate- Témara,Ain Attig,501,9,73985,687890.8492,node/21141275,49194.15879,2,0,Non desservi,-6.98865569,33.87638846
21715,8839a86895fffff,454,795540.497,Skhirate- Témara,Skhirate,501,5,122705,795540.4972,node/21141275,4400.351043,3,0,Non desservi,-7.04537737,33.85210136
21489,8839a86d5dfffff,1105,795111.705,Skhirate- Témara,Skhirate,501,5,122705,795111.7054,node/21141275,386015.8771,536,2,Modérément desservi,-7.00082536,33.8724998
21493,8839a86d55fffff,1919,795058.522,Skhirate- Témara,Skhirate,501,5,122705,784463.741,node/21141275,280792.2111,678,0,Non desservi,-6.9987255,33.86833973
5586,8839ab9adbfffff,73,792627.444,Salé,Hssaine,441,6,234326,791772.7337,node/21141275,76720.0302,7,0,Non desservi,-6.72107938,34.02333802
5586,8839ab9adbfffff,73,792627.444,Salé,Layayda,441,7,229838,8.2287683,node/21141275,8.2287683,0,0,Non desservi,-6.71909853,34.02476793
6042,8839ab91e7fffff,282,792581.03,Salé,Layayda,441,7,229838,73547.35485,node/21141275,1682.747883,1,0,Non desservi,-6.7181244,34.02686508
6043,8839ab91e5fffff,2486,792680.111,Salé,Hssaine,441,6,234326,220099.6109,node/21141275,220099.6109,690,1,Peu desservi,-6.72554565,34.02567133
6043,8839ab91e5fffff,2486,792680.111,Salé,Layayda,441,7,229838,568801.2623,node/21141275,431165.6584,1352,1,Peu desservi,-6.72258807,34.02806684
21401,8839a86ee7fffff,1392,794606.47,Skhirate- Témara,Harhoura,501,3,20950,784759.6714,node/21141275,724639.2091,1269,4,Modérément desservi,-6.93814931,33.93879517
21431,8839a86e89fffff,25,794469.849,Rabat,Yacoub El Mansour,421,9,168391,295718.6132,node/21141275,56138.36432,2,0,Non desservi,-6.92068921,33.95550769
21431,8839a86e89fffff,25,794469.849,Skhirate- Témara,Harhoura,501,3,20950,155176.9667,node/21141275,60913.6049,2,0,Non desservi,-6.92304642,33.95652894
21434,8839a86e81fffff,2,794417.043,Rabat,Yacoub El Mansour,421,9,168391,794417.0426,node/21141275,116313.6842,0,0,Non desservi,-6.91988637,33.95277783
21404,8839a86edbfffff,9,794332.766,Rabat,Yacoub El Mansour,421,9,168391,115261.8417,node/21141275,71885.25482,1,0,Non desservi,-6.90138185,33.97699613
21728,8839a865e3fffff,1,794241.119,Rabat,Yacoub El Mansour,421,9,168391,5634.683876,node/21141275,5634.683876,0,0,Non desservi,-6.88708533,33.99205425
5539,8839ab9b5dfffff,1290,793787.251,Rabat,Souissi,421,6,21049,793787.2514,node/21141275,768243.3462,1248,4,Modérément desservi,-6.84774893,33.96848964
5543,8839ab9b55fffff,1331,793734.408,Rabat,Souissi,421,6,21049,793734.4076,node/21141275,70867.65718,119,0,Non desservi,-6.84606897,33.96438895
21491,8839a86d59fffff,405,795066.7,Skhirate- Témara,Ain Attig,501,9,73985,410595.0287,node/21141275,22417.35604,11,0,Non desservi,-6.9910248,33.88227026
21577,8839a86c65fffff,623,795021.642,Skhirate- Témara,Ain Attig,501,9,73985,795021.6422,node/21141275,282408.138,221,0,Non desservi,-6.98827849,33.88630788
6085,8839ab9139fffff,1496,792930.751,Salé,Layayda,441,7,229838,792930.7514,node/21141275,578914.7063,1092,2,Modérément desservi,-6.74783598,34.03662209
6107,8839ab9107fffff,26,793029.71,Salé,Layayda,441,7,229838,793029.7096,node/21141275,8252.319588,0,0,Non desservi,-6.75312471,34.03624272
21410,8839a86eb9fffff,4507,794265.735,Skhirate- Témara,Témara,501,7,297098,744189.0851,node/21141275,538468.8838,3056,2,Modérément desservi,-6.90200093,33.9416197
5555,8839ab9b39fffff,76,793575.577,Rabat,Souissi,421,6,21049,793575.5768,node/21141275,1494.08411,0,0,Non desservi,-6.82589452,33.93647532
5988,8839ab9307fffff,1,793396.277,Salé,Layayda,441,7,229838,75612.95263,node/21141275,36354.84544,0,0,Non desservi,-6.782771,34.09228061
21496,8839a86d4dfffff,494,795352.827,Skhirate- Témara,Skhirate,501,5,122705,795352.8273,node/21141275,57511.19709,36,0,Non desservi,-7.02772472,33.87267215
21584,8839a86c55fffff,462,794742.627,Skhirate- Témara,Harhoura,501,3,20950,261841.174,node/21141275,41688.64348,24,0,Non desservi,-6.95991574,33.91876647
21727,8839a865e7fffff,1,794286.968,Rabat,Yacoub El Mansour,421,9,168391,30032.80551,node/21141275,23013.98161,0,0,Non desservi,-6.8924132,33.9855981
5644,8839ab9a39fffff,522,793254.419,Rabat,El Youssoufia,421,3,157587,440578.0882,node/21141275,5346.214025,4,0,Non desservi,-6.7938957,33.98992081
5668,8839ab9a03fffff,9,793307.183,Rabat,El Youssoufia,421,3,157587,155976.9968,node/21141275,128589.9035,1,0,Non desservi,-6.79611006,33.99277038
5668,8839ab9a03fffff,9,793307.183,Salé,Bettana,441,5,76233,291057.3212,node/21141275,20628.48488,0,0,Non desservi,-6.79760302,33.99489044
